quarter,fav_drink,num_party,party_bin,smoke_cig,smoke_weed,campus_housing,personality,num_followers,salary,exercise,love_first_sight,learning_style,brain_type,myer_briggs,fav_sport,fav_letter,fav_num,hrs_sleep,procrastinator,only_child,birth_month,birth_date,childhood_us,age_years,gender_ident,marry,school_year,height_inches,father_height,mother_height,hand,happy,athlete,ap_stat,r_exp,num_major,hum,socsci,physsci,math,facebook,instagram,twitter,snapchat,tiktok,netflix,hulu,amazon_prime,hbo_max,disney_plus,distance,internet_hrs,fav_season,gpa_hs,gpa_nu,num_clubs,region,political,static_ability,change_ability,genetic,talent
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,16,NA,NA,NA,NA,NA,Yes,20,Female,28,Sophomore,63,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,5690,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,NA,NA,NA,NA,Yes,19,Male,29,Sophomore,72,NA,NA,Right,Pretty happy,No,No,No,0,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,3500,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,NA,NA,NA,NA,NA,NA,Yes,21,Female,28,Sophomore,64,NA,NA,Right,Not too happy,No,No,No,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1271,10,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,9,NA,NA,NA,NA,NA,Yes,19,Female,29,Sophomore,69,NA,NA,Right,Not too happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3345,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,23,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,70,NA,NA,Right,Pretty happy,Yes,No,No,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,2300,6.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,NA,NA,NA,NA,Yes,21,Male,28,Senior,70,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,7773,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,52,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,64,NA,NA,Right,Very happy,No,No,No,2,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,5724,1.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,0,NA,NA,NA,NA,NA,Yes,20,Male,37,Junior,72,NA,NA,Right,Pretty happy,No,No,Yes,2,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,8000,10,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,8,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,64,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,5500,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,24,NA,NA,NA,NA,NA,Yes,21,Female,28,Senior,68,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,4775,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,12,NA,NA,NA,NA,NA,Yes,19,Female,25,First year,64,NA,NA,Right,Very happy,No,Yes,No,2,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,7,NA,NA,NA,NA,NA,Yes,22,Female,30,Senior,63,NA,NA,Right,Don't know,Yes,No,No,2,No,Yes,No,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,5694,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,14,NA,NA,NA,NA,NA,Yes,23,Male,32,Other,75,NA,NA,Right,Pretty happy,No,Yes,Yes,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,5500,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,44,NA,NA,NA,NA,NA,Yes,19,Male,25,Sophomore,75,NA,NA,Right,Very happy,Yes,No,No,1,Yes,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,537,5,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,85,NA,NA,NA,NA,NA,Yes,18,Male,26,First year,72,NA,NA,Left,Don't know,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4246,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,20,NA,NA,NA,NA,NA,Yes,19,Male,30,First year,73,NA,NA,Right,Don't know,No,No,Yes,1,No,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,3459,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,88,NA,NA,NA,NA,NA,Yes,19,Male,30,Sophomore,76,NA,NA,Right,Pretty happy,Yes,No,No,2,No,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,3500,6.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,69,NA,NA,NA,NA,NA,Yes,19,Female,NA,Sophomore,65,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,NA,NA,NA,NA,NA,3438,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,5,NA,NA,NA,NA,NA,Yes,19,Male,25,First year,72,NA,NA,Right,Pretty happy,Yes,Yes,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,5000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,7,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,61,NA,NA,Right,Very happy,No,No,No,0,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,13,NA,NA,NA,NA,NA,Yes,19,Male,30,Sophomore,74,NA,NA,Right,Pretty happy,Yes,No,No,1,No,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,884,5.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,7,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,62,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,1820,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,10,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,71,NA,NA,Left,Pretty happy,Yes,Yes,No,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,1000,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,9,NA,NA,NA,NA,NA,Yes,21,Female,30,Senior,63,NA,NA,Right,Pretty happy,No,No,Yes,2,Yes,No,No,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,6736,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,4,NA,NA,NA,NA,NA,Yes,18,Male,27,First year,72,NA,NA,Right,Very happy,Yes,No,No,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,9935,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,8,NA,NA,NA,NA,NA,Yes,21,Male,33,Sophomore,77,NA,NA,Left,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,6980,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,9,NA,NA,NA,NA,NA,Yes,19,Male,28,Sophomore,67,NA,NA,Right,Pretty happy,No,Yes,No,3,No,No,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,9000,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,3235163356,NA,NA,NA,NA,NA,Yes,17,Female,24,First year,67,NA,NA,Right,Don't know,No,Yes,No,3,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,8731,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,7,NA,NA,NA,NA,NA,Yes,19,Male,26,First year,72,NA,NA,Right,Pretty happy,No,No,No,3,No,Yes,No,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,4179,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4,NA,NA,NA,NA,NA,Yes,19,Female,26,Sophomore,66,NA,NA,Right,Very happy,No,No,No,2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4938,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,NA,NA,Yes,20,Male,35,Junior,65,NA,NA,Right,Pretty happy,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,7899,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,1,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,66,NA,NA,Right,Pretty happy,Yes,No,No,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,3000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,NA,NA,NA,NA,NA,Yes,20,Female,27,Sophomore,61,NA,NA,Right,Not too happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1250,4,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,7,NA,NA,NA,NA,NA,Yes,22,Female,NA,Junior,65,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,3530,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,7,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,66,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,7000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,7,NA,NA,NA,NA,NA,Yes,18,Female,33,First year,67,NA,NA,Right,Very happy,No,No,No,1,Yes,No,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,10000,2,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,11,NA,NA,NA,NA,NA,Yes,19,Male,28,Sophomore,60,NA,NA,Right,Not too happy,No,Yes,No,3,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,8413,2.5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,8,NA,NA,NA,NA,NA,Yes,18,Male,27,First year,64,NA,NA,Left,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4416,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,6,NA,NA,NA,NA,NA,Yes,20,Male,NA,Junior,71,NA,NA,Left,Don't know,No,No,No,2,No,No,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,7753,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,7,NA,NA,NA,NA,NA,No,21,Male,27,Junior,63,NA,NA,Right,Pretty happy,Yes,No,No,3,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,8000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,67,NA,NA,Right,Pretty happy,Yes,No,No,0,No,No,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3673,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,12,NA,NA,NA,NA,NA,No,17,Female,25,First year,61.5,NA,NA,Right,Not too happy,No,Yes,No,1,Yes,No,No,No,No,No,No,Yes,Yes,NA,NA,NA,NA,NA,8778,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,56,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,70,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3828,3,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,21,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,66,NA,NA,Right,Pretty happy,Yes,No,No,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,10000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,13,NA,NA,NA,NA,NA,Yes,18,Female,34,First year,68,NA,NA,Right,Very happy,Yes,No,No,3,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3094,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,3,NA,NA,NA,NA,NA,Yes,20,Female,29,Sophomore,66,NA,NA,Right,Very happy,No,No,No,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5568,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,12,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,69,NA,NA,Right,Pretty happy,No,Yes,No,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,8000,2.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,17,NA,NA,NA,NA,NA,Yes,20,Female,30,Junior,67,NA,NA,Right,Very happy,Yes,No,No,3,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,3000,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,2,NA,NA,NA,NA,NA,Yes,18,Female,24,First year,68,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,7476,10,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,18,NA,NA,NA,NA,NA,No,18,Male,28,First year,74,NA,NA,Right,Very happy,No,No,No,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,4600,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,10,NA,NA,NA,NA,NA,No,19,Female,23,First year,63,NA,NA,Right,Pretty happy,No,No,No,3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,9394,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,6,NA,NA,NA,NA,NA,Yes,19,Female,28,First year,65,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,7785,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,99,NA,NA,NA,NA,NA,Yes,19,Female,NA,Sophomore,66,NA,NA,Right,Don't know,No,No,Yes,2,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6585,6,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,2,NA,NA,NA,NA,NA,Yes,17,Female,30,First year,64,NA,NA,Right,Not too happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,8000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,12,NA,NA,NA,NA,NA,Yes,18,Female,35,First year,64,NA,NA,Right,Don't know,No,No,No,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,4000,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,6,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,68,NA,NA,Right,Very happy,No,Yes,No,2,Yes,No,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,3542,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,67,NA,NA,Right,Don't know,No,No,No,3,No,Yes,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,775,10,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,NA,NA,NA,NA,NA,Yes,19,Female,25,First year,67,NA,NA,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1700,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2,NA,NA,NA,NA,NA,Yes,19,Male,27,First year,68,NA,NA,Right,Pretty happy,No,Yes,No,2,No,No,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,8532,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,10,NA,NA,NA,NA,NA,Yes,18,Male,24,First year,72,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,4300,1,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,13,NA,NA,NA,NA,NA,Yes,19,Male,35,Sophomore,65,NA,NA,Right,Pretty happy,No,Yes,No,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,873,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,3,NA,NA,NA,NA,NA,Yes,18,Male,NA,First year,70,NA,NA,Right,Don't know,No,No,No,1,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,1800,8,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,3,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,66,NA,NA,Right,Pretty happy,No,No,No,3,No,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,2800,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,27,NA,NA,NA,NA,NA,No,17,Female,NA,First year,65,NA,NA,Right,Pretty happy,No,No,No,1,No,Yes,No,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,5000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,6,NA,NA,NA,NA,NA,Yes,18,Female,33,First year,64,NA,NA,Right,Very happy,No,No,Yes,1,No,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,2000,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,23,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,63,NA,NA,Right,Not too happy,No,No,No,1,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6000,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,6,NA,NA,NA,NA,NA,No,18,Female,27,Sophomore,68,NA,NA,Right,Not too happy,No,No,No,3,Yes,Yes,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,7052,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,10,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,66,NA,NA,Right,Pretty happy,No,Yes,No,3,No,No,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,1819,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,7,NA,NA,NA,NA,NA,Yes,18,Male,28,First year,70,NA,NA,Right,Pretty happy,No,Yes,No,2,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,1443,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,3,NA,NA,NA,NA,NA,Yes,18,Female,26,First year,63,NA,NA,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1960,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
